"","group","group_name","seqnames","start","end","strand","name","idx","Log2FC","FDR","MeanDiff"
"7863",1,"C1","19",10140915,10132697,2,"NA_ENSGALG00000054505",414,1.88310541874841,5.94444216400733e-20,0.60655352441491
"15232",1,"C1","30",792438,834813,1,"RASAL3",64,1.44436559739521,6.22238018613462e-20,0.455822196677288
"16080",1,"C1","33",6926210,6933386,1,"TIMELESS",364,1.75781639748566,6.48372392239542e-20,0.752551250423092
"15364",1,"C1","31",1912292,1897267,2,"NA_ENSGALG00000053404",63,3.5234425747848,6.51561777611724e-20,0.31927308288315
"15701",1,"C1","32",573855,562790,2,"HIF3A",62,2.0589045590688,9.20698369145009e-20,0.481677897906956
"15702",1,"C1","32",574343,577929,1,"SNRPD2",63,2.0461088390728,9.41846563363931e-20,0.576894979519032
"15277",1,"C1","30",1212879,1221994,1,"LOC107050518",109,2.52926811474306,9.96921510387507e-20,0.448397648624825
"10930",1,"C1","21",6529340,6530469,1,"SVBP",291,1.76635243051452,1.52913443288415e-19,1.10748770846709
"7342",1,"C1","18",9620206,9632778,1,"CBX8",305,1.36684355999013,1.59059982374525e-19,0.894285329093355
"7476",1,"C1","19",360244,356636,2,"BCL7B",27,1.56685739178396,1.72928115841255e-19,1.0505827066398
"13083",1,"C1","28",3761970,3755802,2,"ARMC6",262,1.75362583075761,1.74032151784069e-19,0.774561136108331
"15190",1,"C1","30",304787,306703,1,"LOC100857622",22,1.65723068878077,1.7837300755856e-19,1.76144851481763
"16154",1,"C1","33",7622308,7637089,1,"NA_ENSGALG00000039051",438,2.88352903810544,1.7837300755856e-19,0.301829242307309
"17995",1,"C1","4",90959374,90957760,2,"INO80B",1825,1.58901404760655,1.7837300755856e-19,1.83315884070139
"16028",1,"C1","33",6498311,6490052,2,"RELA",312,1.88078684252826,1.80304044476469e-19,0.640741265112263
"16304",1,"C1","4",2283429,2269274,2,"NONO",134,1.74330706233891,2.17891160880407e-19,0.796470579678625
"16079",1,"C1","33",6923910,6925702,1,"MIP",363,1.9039661828937,2.22910239895648e-19,0.963514648541263
"12338",1,"C1","26",4310043,4305415,2,"SNRPC",248,1.94983988650398,2.67548345842973e-19,0.877487939125508
"15247",1,"C1","30",973293,968845,2,"NA_ENSGALG00000033867",79,1.67309592495448,2.75880608064868e-19,0.951331608563849
"15171",1,"C1","30",21711,44840,1,"LOC107050443",3,2.38271447181337,2.9647487067823e-19,0.307183027590768
"12602",1,"C1","27",5488710,5491416,1,"ASB16",199,2.64971883416153,3.02382756373636e-19,0.829841313639979
"12394",1,"C1","26",5442401,5436273,2,"NA_ENSGALG00000047139",304,2.11401772147916,3.03458096935588e-19,0.461636436890851
"7648",1,"C1","19",5520091,5526773,1,"LOC427826",199,1.48973687018408,3.1391372025362e-19,0.660953308515091
"16046",1,"C1","33",6649232,6655836,1,"NA_ENSGALG00000054889",330,1.96449426333319,3.56706703975856e-19,0.684541406777592
"12962",1,"C1","28",2401470,2384398,2,"ONECUT3",141,1.62663941114857,3.69585877791183e-19,0.480233956257528
"6619",1,"C1","16",2580734,2574359,2,"BRD2",124,1.19758946586555,3.70621761926462e-19,0.934636073988118
"7316",1,"C1","18",9187889,9190934,1,"LOC776816",279,1.75663269665319,3.71818136923782e-19,1.11584873540936
"12725",1,"C1","27",7181846,7191800,1,"CASC3",322,1.37162923262178,3.90648035855928e-19,0.627863591131386
"15570",1,"C1","31",4762091,4765753,1,"ZNF628",269,1.73150060492404,3.90648035855928e-19,0.883202398445434
"15174",1,"C1","30",89765,111142,1,"LOC430067",6,1.46448998518064,4.22716903898617e-19,0.679207081571235
"11464",1,"C1","23",5733966,5739642,1,"LYPLA2",292,2.09874922264486,4.30053887735916e-19,0.681629457879196
"15379",1,"C1","31",2253761,2271758,1,"NA_ENSGALG00000054251",78,1.65707035210355,4.49514916499736e-19,0.686821877803027
"12693",1,"C1","27",6856134,6856003,2,"LOC112530406",290,1.58990650494214,4.50823904195073e-19,2.04177612964969
"13004",1,"C1","28",2947196,2942189,2,"R3HDM4",183,1.59614121105855,4.76023280775781e-19,0.799977941666482
"10677",1,"C1","21",640004,645489,1,"RPL22",38,1.49820875281894,4.98219333046624e-19,0.641560783858142
"11483",1,"C1","23",6056365,6064699,1,"SLC25A44",311,1.35918440857924,5.73793656236712e-19,0.802260747095513
"12320",1,"C1","26",3935108,3930482,2,"SIKE1",230,1.81299956122537,5.82267497608883e-19,0.924522121034649
"16009",1,"C1","33",6309066,6315542,1,"LOC101749913",293,2.58603556642729,6.12682863950261e-19,0.34165855516736
"15283",1,"C1","30",1377961,1368520,2,"NA_ENSGALG00000041008",115,1.85750374666699,6.91868209817599e-19,0.350699924744444
"11957",1,"C1","25",3027026,3029971,1,"LOC112530287",225,1.53531052588127,6.93478233576992e-19,0.668487896542068
"15268",1,"C1","30",1161104,1143449,2,"NA_ENSGALG00000047242",100,2.34348265215381,7.34974223681688e-19,0.331597369661319
"6014",1,"C1","15",123825,120103,2,"NA_ENSGALG00000051904",10,2.75033085246476,8.30616247519322e-19,0.501653605572735
"16128",1,"C1","33",7316977,7312520,2,"TMEM106C",412,1.78689486481775,9.01506036776436e-19,0.849190220532734
"12423",1,"C1","27",2112536,2119895,1,"NA_ENSGALG00000054529",20,4.13208510426659,1.01371115269265e-18,0.12436830150054
"15275",1,"C1","30",1207334,1211625,1,"FBXW9",107,2.71460258140125,1.03745039378371e-18,0.663800157382207
"5323",1,"C1","13",14288271,14282890,2,"DGUOK",378,1.15761707103831,1.06695193371683e-18,1.10285351730351
"11120",1,"C1","22",4032286,4031597,2,"LOC107049545",176,1.71254646503101,1.09953296644017e-18,1.06194594757972
"16001",1,"C1","33",6241460,6244222,1,"NA_ENSGALG00000055106",285,2.38400739306772,1.16109549180391e-18,0.719277937048636
"16071",1,"C1","33",6885732,6894210,1,"PTGES3",355,1.39102487586194,1.17840189003122e-18,0.590173202548072
"12409",1,"C1","27",1716776,1759319,1,"NA_ENSGALG00000050871",6,2.59969046756117,1.18561654981642e-18,0.114687733646296
"13103",1,"C1","28",3991254,3989910,2,"KXD1",282,1.76083226063259,1.24262039175393e-18,1.30967310529638
"6005",1,"C1","15",4795,6777,1,"NA_ENSGALG00000047895",1,4.15409941706343,1.34983665584545e-18,0.654358334240585
"4770",1,"C1","12",11881167,11884058,1,"ARPC4",331,1.73251582790179,1.52494558456586e-18,0.876629576045883
"17990",1,"C1","4",90943532,90938865,2,"TTC31",1820,1.45057526666531,1.55079039489424e-18,0.786973167386092
"12603",1,"C1","27",5493406,5496254,1,"LSM12",200,2.17164735045656,1.61532044393643e-18,0.748799807994496
"13038",1,"C1","28",3346915,3355534,1,"SGTA",217,1.90045646289372,1.68503591486063e-18,0.553329247624564
"5702",1,"C1","14",6891193,6886919,2,"BRICD5",238,1.48294398307477,1.81646118845087e-18,0.702819624946225
"16165",1,"C1","33",7737150,7737210,1,"MIR148B",449,1.91097696902217,2.13433945433707e-18,1.59139948984248
"15470",1,"C1","31",2741115,2742551,1,"NA_ENSGALG00000052434",169,4.40496032163465,2.38895523541598e-18,0.520080351229809
"13001",1,"C1","28",2940550,2931429,2,"MED16",180,1.51224071189695,2.61381830251801e-18,0.478792647947443
"11757",1,"C1","25",258260,253773,2,"TMOD4",25,1.54310169941725,2.69383082343452e-18,0.82807053755346
"15264",1,"C1","30",1126242,1116756,2,"PBX4",96,2.49696597873058,2.74839349374409e-18,0.329985408776224
"10931",1,"C1","21",6533418,6530136,2,"LOC100859906",292,1.56209475277658,2.83591694907488e-18,0.692165973986573
"12163",1,"C1","26",1221114,1212369,2,"PSMA5",73,1.55281724709789,2.83591694907488e-18,0.638133777669975
"7319",1,"C1","18",9220173,9222976,1,"NA_ENSGALG00000054738",282,1.39950890780551,2.89959029614317e-18,1.1039633725466
"5997",1,"C1","14",16037621,16016858,2,"LIPE",533,2.65206816961805,3.20462529875345e-18,0.282629233986281
"18109",1,"C1","5",651021,659566,1,"NA_ENSGALG00000047125",81,1.57662709437859,3.24983343976785e-18,0.704043700095736
"10929",1,"C1","21",6524865,6528779,1,"TRIM62",290,1.56270984591884,3.4020455879265e-18,0.837019223408193
"12645",1,"C1","27",6118078,6127639,1,"CALCOCO2",242,1.50678075785601,3.59345971329704e-18,0.610419569398893
"13111",1,"C1","28",4077792,4078763,1,"JUND",290,1.87843241580777,3.62949461947137e-18,1.69569748519028
"12565",1,"C1","27",4119715,4123304,1,"PSMC5",162,2.40156691131615,3.82217248153422e-18,0.687785063408029
"11482",1,"C1","23",6036756,6053909,1,"LOC112530215",310,1.93834696598453,3.87074816188386e-18,0.333812154874421
"17991",1,"C1","4",90944107,90950910,1,"LOC101749299",1821,1.51731534457117,3.93158611478727e-18,0.800858588146123
"15703",1,"C1","32",577079,577242,1,"NA_ENSGALG00000049935",64,2.03276221044914,4.09872144768309e-18,0.923490113527449
"11465",1,"C1","23",5744336,5736095,2,"GALE",293,1.87184335991858,4.10113120360417e-18,0.595619499092574
"15276",1,"C1","30",1211156,1212606,1,"NA_ENSGALG00000048723",108,2.6529700307457,4.29327735005496e-18,0.853678251693033
"12084",1,"C1","25",3943487,3949657,1,"NA_ENSGALG00000054130",352,2.8857965763075,4.7195475439316e-18,0.368441414422617
"11912",1,"C1","25",2615791,2606875,2,"PRCC",180,1.63198333640161,5.00468642815597e-18,0.683253583028664
"12358",1,"C1","26",4722373,4719126,2,"OARD1",268,1.59809860131779,6.32443054388907e-18,0.885521747004548
"6458",1,"C1","15",11387752,11393899,1,"NIPSNAP1",454,1.26986729939089,6.77806163470359e-18,0.90599776849452
"6615",1,"C1","16",2565405,2595262,1,"BF1",120,1.03966473124774,7.47862411801871e-18,0.652126498268476
"11117",1,"C1","22",4022734,4025741,1,"NA_ENSGALG00000039864",173,1.34606087203852,8.00075196078415e-18,0.905280557320565
"16174",1,"C1","4",79447,68230,2,"ZC4H2",4,1.31598630750202,8.08921568357982e-18,0.634063286963292
"5958",1,"C1","14",14639715,14637209,2,"LOC107057021",494,1.74990837046508,8.32812257663754e-18,0.844219537870291
"13025",1,"C1","28",3258993,3265937,1,"MUM1L1",204,1.65966480256375,8.41640536216382e-18,0.690175510506445
"15234",1,"C1","30",836758,847756,1,"AKAP8L",66,1.62317415902534,9.29652670304493e-18,0.780078258972221
"12032",1,"C1","25",3540966,3548428,1,"HCN3",300,1.912203868896,9.39264467780284e-18,0.606958650641774
"13102",1,"C1","28",3991121,3997724,1,"FKBP8",281,1.64884204356046,9.42437351616917e-18,0.908014661863175
"12692",1,"C1","27",6857164,6855155,2,"RPL23",289,1.50984986233623,9.67590654435235e-18,1.32690768097702
"6620",1,"C1","16",2584405,2586614,1,"DMA",125,1.20438001981277,1.15292756299885e-17,1.30560415527839
"15661",1,"C1","32",189326,181451,2,"KPTN",22,2.35202676274268,1.15292756299885e-17,0.49641453317372
"19922",1,"C1","6",20916166,20921152,1,"NA_ENSGALG00000031103",473,4.85248897443635,1.21004929935972e-17,0.456031824334703
"19923",1,"C1","6",20926767,20923167,2,"NA_ENSGALG00000048466",474,4.90929610942793,1.21004929935972e-17,0.447653770680962
"19924",1,"C1","6",20926278,20928282,1,"NA_ENSGALG00000047582",475,4.92155532609363,1.21004929935972e-17,0.478624510191635
"17992",1,"C1","4",90945218,90947873,1,"CCDC142",1822,1.51451098071804,1.21365082424683e-17,0.949285435814158
"7315",1,"C1","18",9184606,9181817,2,"FSCN2",278,1.58555756234094,1.30612319167984e-17,0.863695009812344
"15179",1,"C1","30",178603,197548,1,"TYK2",11,2.05760803310248,1.34329275116845e-17,0.354443921479453
"11518",1,"C1","24",343618,339199,2,"RPUSD4",22,1.85899325137888,1.54522296166986e-17,0.715371014632664
"16106",1,"C1","33",7117397,7121192,1,"TUBA1A",390,1.587963350765,1.55953802703718e-17,0.874136256326112
"15197",1,"C1","30",389140,385073,2,"ZNF653",29,1.98878531455828,1.84590541583062e-17,0.469931871779153
"15694",1,"C1","32",513303,511678,2,"FBXO46",55,1.97776374527308,1.9751317290399e-17,0.866077874869954
"16030",1,"C1","33",6509706,6508637,2,"TMEM223",314,1.62692048242029,1.9751317290399e-17,1.12738809927499
"6502",1,"C1","16",633344,641956,1,"LOC100859084",7,1.66118601720577,1.99357367267641e-17,0.246048716457532
"11287",1,"C1","23",2392658,2412254,1,"LOC419584",115,1.28740768527543,2.22046294787977e-17,0.699078001146186
"12613",1,"C1","27",5609665,5594292,2,"ITGA3",210,1.8827705951762,2.22362921448354e-17,0.529744025320904
"11807",1,"C1","25",1453942,1456014,1,"NA_ENSGALG00000053555",75,2.37556009522988,2.39042843377055e-17,0.357139052061687
"6466",1,"C1","15",11463681,11464811,1,"NA_ENSGALG00000052820",462,2.40718170292945,2.46161440075416e-17,0.556492465628239
"13112",1,"C1","28",4085790,4087471,1,"NA_ENSGALG00000054562",291,1.42221769349716,2.46161440075416e-17,0.594878024223137
"16164",1,"C1","33",7735364,7740331,1,"COPZ1",448,1.84635511034291,3.10867008309627e-17,0.751970513173654
"19473",1,"C1","6",1216952,1216875,2,"NA_ENSGALG00000048417",24,3.83832674771493,3.10867008309627e-17,0.338890327418669
"15693",1,"C1","32",510310,505366,2,"QPCTL",54,1.93096425413711,3.97294845200846e-17,0.502755969584296
"13037",1,"C1","28",3346818,3340026,2,"THOP1",216,2.02398837463089,4.57936145391652e-17,0.472268345599045
"12596",1,"C1","27",5419090,5434440,1,"SLC4A1",193,2.09969583566816,5.09841277641543e-17,0.308877966476787
"7449",1,"C1","18",11373120,11370025,2,"NA_ENSGALG00000048232",412,1.72248052533462,5.389401602784e-17,0.823563471658812
"16033",1,"C1","33",6532561,6527097,2,"WDR74",317,1.69657013827345,5.73395633644989e-17,0.752194774791541
"16031",1,"C1","33",6519412,6510196,2,"NXF1",315,1.4743699167802,5.81202177660758e-17,0.564126848189941
"15236",1,"C1","30",873457,868276,2,"GIPC1",68,1.38513877784032,5.99825527056751e-17,0.582699941389352
"12359",1,"C1","26",4722844,4737094,1,"NFYA",269,1.39849296233217,6.16770899919711e-17,0.509882779644146
"15648",1,"C1","32",101825,98967,2,"SIRT2",9,1.36612871095427,6.24359598392313e-17,1.43970465585592
"12912",1,"C1","28",1551616,1538611,2,"PIAS4",91,1.64968574339934,6.68503724055536e-17,0.635785152152186
"15653",1,"C1","32",133858,131362,2,"LRFN1",14,1.67223413722025,6.71310606064961e-17,1.00805104969824
"12664",1,"C1","27",6496355,6496645,1,"PRR15L",261,1.53959695745952,6.92501891918805e-17,1.52301263097916
"5937",1,"C1","14",14035041,14025385,2,"HN1L",473,1.32705469166141,7.36411281859491e-17,0.486885200849731
"16105",1,"C1","33",7113350,7109678,2,"LOC100857858",389,1.70432188865538,8.69528843691047e-17,0.753653544484507
"11748",1,"C1","25",196453,210956,1,"SETDB1",16,1.74989765893797,9.13499992966137e-17,0.490365774586521
"11962",1,"C1","25",3113868,3119343,1,"LOC112530285",230,1.69899752165104,1.06767459848001e-16,0.583246303484581
"11519",1,"C1","24",342190,348186,1,"HYLS1",23,1.81026663690716,1.17955623505445e-16,0.709317312441196
"19472",1,"C1","6",1115318,1120599,1,"NA_ENSGALG00000046703",23,3.48443717304164,1.26162162775958e-16,0.144507347243707
"11119",1,"C1","22",4030474,4029440,2,"NA_ENSGALG00000031447",175,1.70169848337331,1.28322761211943e-16,1.03451916691107
"15191",1,"C1","30",329492,311413,2,"LOC112530990",23,1.93575536808492,1.54721505731787e-16,0.360997443318371
"15285",1,"C1","30",1398660,1398687,1,"NA_ENSGALG00000053302",117,1.94647079685216,1.54721505731787e-16,0.899182707273787
"15279",1,"C1","30",1334710,1340409,1,"NA_ENSGALG00000054838",111,2.99698251509828,1.62086462472118e-16,0.221131658053108
"15699",1,"C1","32",549342,554130,1,"LOC107049603",60,1.99807991534254,1.77199065594828e-16,0.582114537122513
"15692",1,"C1","32",478107,503835,1,"LRFN3",53,2.09755174241381,1.83821998634874e-16,0.321870842986554
"3244",1,"C1","1",195636411,195634141,2,"ANAPC15",3244,1.61527383394987,1.84493478531545e-16,0.581192531143605
"15647",1,"C1","32",99296,104093,1,"NFKBIB",8,1.35513592729878,1.99570943872739e-16,1.23319982921943
"15460",1,"C1","31",2459947,2469750,1,"LOC112531056",159,1.76214362407824,2.07006101450535e-16,0.226570850792999
"11087",1,"C1","22",3666803,3671212,1,"TMEM127",143,1.80334179800496,2.36158228871484e-16,0.68257314315385
"11463",1,"C1","23",5732085,5733729,1,"PITHD1",291,2.36658283658606,2.4690217370252e-16,0.853580853451303
"12428",1,"C1","27",2649530,2272709,2,"LOC769232",25,1.47781047307636,2.50440911596411e-16,0.538246294636027
"12018",1,"C1","25",3447107,3444387,2,"NA_ENSGALG00000049516",286,1.72772752768597,2.6636315955928e-16,0.520912161989568
"16111",1,"C1","33",7174169,7178374,1,"PRKAG1",395,1.91205928293227,2.96193116245315e-16,0.542743679270055
"5999",1,"C1","14",16072819,16081731,1,"NA_ENSGALG00000048440",535,2.29058214626038,3.00345319688378e-16,0.175990246721895
"12051",1,"C1","25",3689597,3694822,1,"MCL1",319,1.35414307615122,3.05834382164346e-16,0.672334111232865
"15290",1,"C1","30",1413471,1450243,1,"LOC107049790",122,1.65758930240539,3.21362038696028e-16,0.334748848173767
"15280",1,"C1","30",1342526,1349350,1,"NA_ENSGALG00000052844",112,2.87880789311986,3.70982631483047e-16,0.320948715134643
"13113",1,"C1","28",4087493,4091666,1,"PDE4C",292,1.49330572447513,3.79343333726466e-16,0.52340491545069
"11480",1,"C1","23",6092916,5959344,2,"BLA",308,1.0149268028005,3.84683558192213e-16,0.557653459431787
"8895",1,"C1","2",61061678,61063656,1,"NA_ENSGALG00000051834",1030,1.60186675952626,3.88338195101213e-16,1.11502900647923
"6631",1,"C1","16",2668557,2665728,2,"CD1C",136,2.20256441064042,3.91749094406725e-16,0.777502537368355
"15853",1,"C1","33",3362288,3350652,2,"KANSL2",137,1.59384884437372,4.04840388279119e-16,0.550582867957671
"12083",1,"C1","25",3942259,3945041,1,"NA_ENSGALG00000051012",351,2.91514750548955,4.19937587154397e-16,0.440043887969708
"15937",1,"C1","33",5409510,5424041,1,"EIF4B",221,1.49146871234622,4.3459631062563e-16,0.496092782449382
"12164",1,"C1","26",1220863,1226254,1,"SYPL2",74,1.77668898483037,4.40959412428251e-16,0.541528966168828
"5446",1,"C1","13",18524937,18544949,1,"RBM27",501,1.77559421203116,4.84406252349611e-16,0.596761092846567
"3928",1,"C1","10",20845911,20862864,1,"NA_ENSGALG00000042165",589,3.002158864163,5.03460305616993e-16,0.0999292682058537
"5445",1,"C1","13",18524347,18498942,2,"LARS",500,1.73561860249427,5.16396690055218e-16,0.572126840719946
"15870",1,"C1","33",3727758,3724792,2,"NA_ENSGALG00000047581",154,3.19265389213827,5.42384663188642e-16,0.172173068945755
"11086",1,"C1","22",3667638,3663104,2,"CIAO1",142,1.85107728060782,5.45526185690912e-16,0.632092662150878
"6621",1,"C1","16",2586004,2588894,1,"DMB1",126,1.09798342720532,5.61971050791267e-16,1.0139238351705
"12017",1,"C1","25",3446083,3447216,1,"NA_ENSGALG00000048707",285,1.73859413733396,5.80209759155423e-16,0.683304882478992
"7341",1,"C1","18",9601368,9605211,1,"CBX4",304,1.33436314048749,5.98256023384919e-16,0.602900009324717
"18019",1,"C1","4",91137976,91129917,2,"LOC107049885",1849,1.25823950377241,6.04979203307706e-16,0.801273134615951
"12617",1,"C1","27",5717774,5744311,1,"FAM117A",214,1.17537840976756,6.87234350783041e-16,0.880790017869162
"15869",1,"C1","33",3693837,3687822,2,"NA_ENSGALG00000047859",153,3.47552264159471,7.30805884116069e-16,0.226121877650806
"12091",1,"C1","26",23574,28720,1,"LRMPL",1,1.608095547355,7.37335172141021e-16,0.350436843820741
"15181",1,"C1","30",241789,247265,1,"TRAPPC5",13,2.90705423487197,7.37335172141021e-16,0.271085359194443
"10956",1,"C1","22",80793,89630,1,"HR",12,1.93512208470682,8.00151670918942e-16,0.327802511871919
"16006",1,"C1","33",6287371,6279785,2,"STIP1",290,1.84932597824347,8.31131009483064e-16,0.638600206846876
"15175",1,"C1","30",137049,137805,1,"SPC24",7,2.09602463669264,9.43649582534274e-16,0.379087724458568
"12788",1,"C1","27",7783216,7791377,1,"NA_ENSGALG00000028866",385,1.23656366188175,1.04846328344566e-15,0.553241707599689
"7371",1,"C1","18",9938281,9929414,2,"ARHGDIA",334,1.30163665906614,1.10807535770447e-15,0.597761186789948
"3445",1,"C1","10",2856774,2856711,2,"MIR2128",106,1.97981747462106,1.13038626239467e-15,1.4352737759939
"12564",1,"C1","27",4119316,4112494,2,"FTSJ3",161,1.99206811525691,1.15158210063624e-15,0.51705826855375
"11130",1,"C1","22",4146569,4143422,2,"SNRPGP15",186,1.80855789845384,1.18294237191677e-15,0.514636719572725
"11831",1,"C1","25",1964697,1960635,2,"PEX11B",99,1.49786635614119,1.33199581095462e-15,0.757480666873231
"3442",1,"C1","10",2852499,2854288,1,"NA_ENSGALG00000053823",103,1.66945558065796,1.38220109311725e-15,0.912954178034491
